"@timestamp","_index","agent.id","agent.ip","agent.name","data.dstuser","data.srcip","data.srcport","decoder.name","decoder.parent","full_log",id,"input.type",location,"manager.name","predecoder.program_name","predecoder.timestamp","rule.description","rule.firedtimes","rule.gdpr","rule.gpg13","rule.groups","rule.hipaa","rule.id","rule.level","rule.mail","rule.mitre.id","rule.mitre.tactic","rule.mitre.technique","rule.nist_800_53","rule.pci_dss","rule.tsc",timestamp
"Feb 16, 2025 @ 20:21:31.922","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38786,sshd,sshd,"2025-02-16T20:21:30.351982+05:00 shakir-hussain-VirtualBox sshd[52070]: Failed password for shakir-hussain from 10.10.90.113 port 38786 ssh2","1739719291.2329260",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:30.351982+05:00","sshd: authentication failed.","1,217","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:31.922"
"Feb 16, 2025 @ 20:21:31.920","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38778,sshd,sshd,"2025-02-16T20:21:30.351063+05:00 shakir-hussain-VirtualBox sshd[52068]: Failed password for shakir-hussain from 10.10.90.113 port 38778 ssh2","1739719291.2329260",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:30.351063+05:00","sshd: authentication failed.","1,216","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:31.920"
"Feb 16, 2025 @ 20:21:31.918","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38784,sshd,sshd,"2025-02-16T20:21:30.346860+05:00 shakir-hussain-VirtualBox sshd[52073]: Failed password for shakir-hussain from 10.10.90.113 port 38784 ssh2","1739719291.2328719",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:30.346860+05:00","sshd: authentication failed.","1,215","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:31.918"
"Feb 16, 2025 @ 20:21:31.916","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38802,sshd,sshd,"2025-02-16T20:21:30.339854+05:00 shakir-hussain-VirtualBox sshd[52074]: Failed password for shakir-hussain from 10.10.90.113 port 38802 ssh2","1739719291.2327637",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:30.339854+05:00","sshd: authentication failed.","1,214","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:31.916"
"Feb 16, 2025 @ 20:21:31.914","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38774,sshd,sshd,"2025-02-16T20:21:30.338730+05:00 shakir-hussain-VirtualBox sshd[52066]: Failed password for shakir-hussain from 10.10.90.113 port 38774 ssh2","1739719291.2327096",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:30.338730+05:00","sshd: authentication failed.","1,213","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:31.914"
"Feb 16, 2025 @ 20:21:29.961","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50212,sshd,sshd,"2025-02-16T20:21:28.718188+05:00 shakir-hussain-VirtualBox sshd[52086]: Failed password for shakir-hussain from 10.10.90.113 port 50212 ssh2","1739719289.2327096",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:28.718188+05:00","sshd: authentication failed.",168,"IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:29.961"
"Feb 16, 2025 @ 20:21:29.961","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50228,sshd,sshd,"2025-02-16T20:21:28.755732+05:00 shakir-hussain-VirtualBox sshd[52088]: Failed password for shakir-hussain from 10.10.90.113 port 50228 ssh2","1739719289.2327096",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:28.755732+05:00","sshd: authentication failed.","1,212","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:29.961"
"Feb 16, 2025 @ 20:21:29.915","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50204,sshd,sshd,"2025-02-16T20:21:28.597096+05:00 shakir-hussain-VirtualBox sshd[52082]: Failed password for shakir-hussain from 10.10.90.113 port 50204 ssh2","1739719289.2326014",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:28.597096+05:00","sshd: authentication failed.","1,211","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:29.915"
"Feb 16, 2025 @ 20:21:29.915","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50206,sshd,sshd,"2025-02-16T20:21:28.667008+05:00 shakir-hussain-VirtualBox sshd[52084]: Failed password for shakir-hussain from 10.10.90.113 port 50206 ssh2","1739719289.2326014",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:28.667008+05:00","sshd: authentication failed.","1,210","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:29.915"
"Feb 16, 2025 @ 20:21:27.977","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50228,sshd,sshd,"2025-02-16T20:21:27.186896+05:00 shakir-hussain-VirtualBox sshd[52088]: Failed password for shakir-hussain from 10.10.90.113 port 50228 ssh2","1739719287.2323333",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:27.186896+05:00","sshd: authentication failed.","1,209","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.977"
"Feb 16, 2025 @ 20:21:27.962","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50212,sshd,sshd,"2025-02-16T20:21:27.092912+05:00 shakir-hussain-VirtualBox sshd[52086]: Failed password for shakir-hussain from 10.10.90.113 port 50212 ssh2","1739719287.2321193",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:27.092912+05:00","sshd: authentication failed.","1,208","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.962"
"Feb 16, 2025 @ 20:21:27.959","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50206,sshd,sshd,"2025-02-16T20:21:27.092086+05:00 shakir-hussain-VirtualBox sshd[52084]: Failed password for shakir-hussain from 10.10.90.113 port 50206 ssh2","1739719287.2320111",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:27.092086+05:00","sshd: authentication failed.","1,207","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.959"
"Feb 16, 2025 @ 20:21:27.936","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38772,sshd,sshd,"2025-02-16T20:21:27.060510+05:00 shakir-hussain-VirtualBox sshd[52064]: Failed password for shakir-hussain from 10.10.90.113 port 38772 ssh2","1739719287.2320111",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:27.060510+05:00","sshd: authentication failed.","1,206","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.936"
"Feb 16, 2025 @ 20:21:27.933","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",50204,sshd,sshd,"2025-02-16T20:21:27.019224+05:00 shakir-hussain-VirtualBox sshd[52082]: Failed password for shakir-hussain from 10.10.90.113 port 50204 ssh2","1739719287.2319029",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:27.019224+05:00","sshd: authentication failed.","1,205","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.933"
"Feb 16, 2025 @ 20:21:27.931","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38760,sshd,sshd,"2025-02-16T20:21:26.916524+05:00 shakir-hussain-VirtualBox sshd[52062]: Failed password for shakir-hussain from 10.10.90.113 port 38760 ssh2","1739719287.2318488",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.916524+05:00","sshd: authentication failed.",167,"IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.931"
"Feb 16, 2025 @ 20:21:27.928","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38776,sshd,sshd,"2025-02-16T20:21:26.869074+05:00 shakir-hussain-VirtualBox sshd[52067]: Failed password for shakir-hussain from 10.10.90.113 port 38776 ssh2","1739719287.2318488",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.869074+05:00","sshd: authentication failed.","1,204","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.928"
"Feb 16, 2025 @ 20:21:27.925","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38808,sshd,sshd,"2025-02-16T20:21:26.865445+05:00 shakir-hussain-VirtualBox sshd[52077]: Failed password for shakir-hussain from 10.10.90.113 port 38808 ssh2","1739719287.2317947",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.865445+05:00","sshd: authentication failed.","1,203","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.925"
"Feb 16, 2025 @ 20:21:27.905","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38798,sshd,sshd,"2025-02-16T20:21:26.864973+05:00 shakir-hussain-VirtualBox sshd[52076]: Failed password for shakir-hussain from 10.10.90.113 port 38798 ssh2","1739719287.2317406",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.864973+05:00","sshd: authentication failed.","1,202","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.905"
"Feb 16, 2025 @ 20:21:27.903","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38802,sshd,sshd,"2025-02-16T20:21:26.864453+05:00 shakir-hussain-VirtualBox sshd[52074]: Failed password for shakir-hussain from 10.10.90.113 port 38802 ssh2","1739719287.2316865",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.864453+05:00","sshd: authentication failed.","1,201","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.903"
"Feb 16, 2025 @ 20:21:27.901","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38786,sshd,sshd,"2025-02-16T20:21:26.863739+05:00 shakir-hussain-VirtualBox sshd[52070]: Failed password for shakir-hussain from 10.10.90.113 port 38786 ssh2","1739719287.2315783",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.863739+05:00","sshd: authentication failed.","1,200","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.901"
"Feb 16, 2025 @ 20:21:27.898","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38778,sshd,sshd,"2025-02-16T20:21:26.861945+05:00 shakir-hussain-VirtualBox sshd[52068]: Failed password for shakir-hussain from 10.10.90.113 port 38778 ssh2","1739719287.2315242",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.861945+05:00","sshd: authentication failed.","1,199","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.898"
"Feb 16, 2025 @ 20:21:27.895","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38774,sshd,sshd,"2025-02-16T20:21:26.860163+05:00 shakir-hussain-VirtualBox sshd[52066]: Failed password for shakir-hussain from 10.10.90.113 port 38774 ssh2","1739719287.2315242",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.860163+05:00","sshd: authentication failed.","1,198","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.895"
"Feb 16, 2025 @ 20:21:27.894","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38784,sshd,sshd,"2025-02-16T20:21:26.859343+05:00 shakir-hussain-VirtualBox sshd[52073]: Failed password for shakir-hussain from 10.10.90.113 port 38784 ssh2","1739719287.2314701",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:26.859343+05:00","sshd: authentication failed.",166,"IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:27.894"
"Feb 16, 2025 @ 20:21:25.892","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38772,sshd,sshd,"2025-02-16T20:21:25.170315+05:00 shakir-hussain-VirtualBox sshd[52064]: Failed password for shakir-hussain from 10.10.90.113 port 38772 ssh2","1739719285.2310354",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:25.170315+05:00","sshd: authentication failed.","1,197","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:25.892"
"Feb 16, 2025 @ 20:21:25.890","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38760,sshd,sshd,"2025-02-16T20:21:24.962053+05:00 shakir-hussain-VirtualBox sshd[52062]: Failed password for shakir-hussain from 10.10.90.113 port 38760 ssh2","1739719285.2309813",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:24.962053+05:00","sshd: authentication failed.","1,196","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:25.890"
"Feb 16, 2025 @ 20:21:23.910","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38772,sshd,sshd,"2025-02-16T20:21:23.212944+05:00 shakir-hussain-VirtualBox sshd[52064]: Failed password for shakir-hussain from 10.10.90.113 port 38772 ssh2","1739719283.2308731",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:23.212944+05:00","sshd: authentication failed.","1,195","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.910"
"Feb 16, 2025 @ 20:21:23.907","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38760,sshd,sshd,"2025-02-16T20:21:23.052447+05:00 shakir-hussain-VirtualBox sshd[52062]: Failed password for shakir-hussain from 10.10.90.113 port 38760 ssh2","1739719283.2308190",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:23.052447+05:00","sshd: authentication failed.","1,194","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.907"
"Feb 16, 2025 @ 20:21:23.905","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38778,sshd,sshd,"2025-02-16T20:21:22.715956+05:00 shakir-hussain-VirtualBox sshd[52068]: Failed password for shakir-hussain from 10.10.90.113 port 38778 ssh2","1739719283.2307649",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.715956+05:00","sshd: authentication failed.","1,193","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.905"
"Feb 16, 2025 @ 20:21:23.901","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38808,sshd,sshd,"2025-02-16T20:21:22.715246+05:00 shakir-hussain-VirtualBox sshd[52077]: Failed password for shakir-hussain from 10.10.90.113 port 38808 ssh2","1739719283.2307649",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.715246+05:00","sshd: authentication failed.","1,192","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.901"
"Feb 16, 2025 @ 20:21:23.898","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38786,sshd,sshd,"2025-02-16T20:21:22.714727+05:00 shakir-hussain-VirtualBox sshd[52070]: Failed password for shakir-hussain from 10.10.90.113 port 38786 ssh2","1739719283.2307108",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.714727+05:00","sshd: authentication failed.","1,191","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.898"
"Feb 16, 2025 @ 20:21:23.895","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38784,sshd,sshd,"2025-02-16T20:21:22.713966+05:00 shakir-hussain-VirtualBox sshd[52073]: Failed password for shakir-hussain from 10.10.90.113 port 38784 ssh2","1739719283.2306567",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.713966+05:00","sshd: authentication failed.",165,"IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.895"
"Feb 16, 2025 @ 20:21:23.893","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38802,sshd,sshd,"2025-02-16T20:21:22.711377+05:00 shakir-hussain-VirtualBox sshd[52074]: Failed password for shakir-hussain from 10.10.90.113 port 38802 ssh2","1739719283.2305485",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.711377+05:00","sshd: authentication failed.","1,190","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.893"
"Feb 16, 2025 @ 20:21:23.889","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38774,sshd,sshd,"2025-02-16T20:21:22.706082+05:00 shakir-hussain-VirtualBox sshd[52066]: Failed password for shakir-hussain from 10.10.90.113 port 38774 ssh2","1739719283.2304944",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.706082+05:00","sshd: authentication failed.","1,189","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.889"
"Feb 16, 2025 @ 20:21:23.887","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38798,sshd,sshd,"2025-02-16T20:21:22.705170+05:00 shakir-hussain-VirtualBox sshd[52076]: Failed password for shakir-hussain from 10.10.90.113 port 38798 ssh2","1739719283.2304944",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.705170+05:00","sshd: authentication failed.","1,188","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.887"
"Feb 16, 2025 @ 20:21:23.886","wazuh-archives-4.x-2025.02.16",096,"10.10.90.112","shakir-hussain","shakir-hussain","10.10.90.113",38776,sshd,sshd,"2025-02-16T20:21:22.700950+05:00 shakir-hussain-VirtualBox sshd[52067]: Failed password for shakir-hussain from 10.10.90.113 port 38776 ssh2","1739719283.2303807",log,"/var/log/auth.log","wazuh-VirtualBox",sshd,"2025-02-16T20:21:22.700950+05:00","sshd: authentication failed.","1,187","IV_35.7.d, IV_32.2","7.1","syslog, sshd, authentication_failed","164.312.b",5760,5,false,"T1110.001, T1021.004","Credential Access, Lateral Movement","Password Guessing, SSH","AU.14, AC.7","10.2.4, 10.2.5","CC6.1, CC6.8, CC7.2, CC7.3","Feb 16, 2025 @ 20:21:23.886"
